STATION,NAME,LOCATION,STATUS,FIRST_YR,LAST_YR,TOTAL_YRS,MISS_YRS,LONGITUDE,LATITUDE
04000500102,Puce River,"Essex Rd 22, Puce",I,1964,1971,8,0,-82.78100961,42.29956751
04000500202,Puce River,"North Middle Rd, S of Hwy 401, N of Pleasant Park",I,1972,1985,5,9,-82.79017411,42.22888064
04000500302,Puce River,"Essex Rd 42, Division Rd, S of Puce",I,1975,1996,22,0,-82.78883348,42.27742739
04000700102,Belle River,"CNR Bridge, Belle River",I,1964,1971,8,0,-82.71123273,42.29581114
04000700202,Belle River,"Off Belle River Rd, S of Hwy 401, N of Middle Rd",I,1975,1996,22,0,-82.71819186,42.23044539
04001000102,Ruscom River,"Essex Rd 2, Tecumseh Rd, E of Stoney Point",I,1964,1971,8,0,-82.62404598,42.29391889
04001000202,Ruscom River,Hwy 401,I,1975,1996,19,3,-82.61653173,42.23234689
04001000302,Ruscom River,"Trepanier Rd, N of Hwy 401",A,1991,2016,19,7,-82.61438286,42.24355614
04001300102,Thames River,"Lake St. Clair, left side top facing upstrm",I,1964,1970,7,0,-82.45281586,42.31879076
04001300302,Thames River,"Lake St. Clair, centre bottom",I,1964,1970,7,0,-82.45307986,42.31851064
04001300402,Thames River,"Lake St. Clair, right side top facing upstrm",I,1964,1971,8,0,-82.45342623,42.31822664
04001300502,Tilbury Creek,"Tecumseh Rd, Essex Cnty Rd 2",I,1964,1971,8,0,-82.45332461,42.29047689
04001300602,Baptiste Creek,"Tecumseh Ln, Kent Cnty Rd 36",I,1964,1971,8,0,-82.43577611,42.30404451
04001300702,Thames River,"Jacob Rd bridge, left side facing upstrm",I,1966,1984,8,11,-82.32051898,42.35582876
04001300782,Thames River,"Jacob Rd, Kent Cnty Rd 35, Prairie Siding",I,1972,2002,28,3,-82.32051836,42.35582826
04001300802,Thames River,"Jacob Rd bridge, right side facing upstrm",I,1966,1971,6,0,-82.31961036,42.35502426
04001300902,Thames River,"Kiel Dr, Chatham, left side facing upstrm",I,1964,1971,8,0,-82.21040773,42.39408589
04001300983,Thames River,"Kiel Dr, Chatham",I,1972,1975,4,0,-82.21040698,42.39408539
04001301002,Thames River,"Kiel Dr, Chatham, right side facing upstrm",I,1964,1971,8,0,-82.20966061,42.39366726
04001301102,Newbiggen Creek,"Longwoods Rd, Middlesex Cnty Rd 2, Strathburn",I,1965,1982,9,9,-81.66736648,42.72508939
04001301202,Dingman Creek,"Longwoods Rd, Lambeth",I,1964,1971,8,0,-81.30527961,42.90833726
04001301302,Thames River,"Sanatorium Rd, London",I,1967,1971,5,0,-81.33185761,42.96307301
04001301402,North Thames River,"Fanshawe Lake dam, Fanshawe Conserv. Area",A,1965,2016,8,0,-81.18229186,43.04171664
04001301502,North Thames River,"Park St, St. Marys",I,1964,1996,33,0,-81.14530061,43.25554964
04001301602,South Thames River,"Dundas St, Woodstock, dwnstrm Pittock Res.",A,1964,2016,47,6,-80.77928186,43.12633764
04001301702,Cedar Creek,"Ingersoll Rd, Woodstock",A,1964,2016,26,27,-80.77084186,43.12741876
04001301802,Thames River,"Blandford Twp Rd 6, Innerkip",I,1967,1992,24,2,-80.69037186,43.20287576
04001301902,Thames River,"Kiel Dr, Chatham, centre top",I,1964,1966,3,0,-82.21010036,42.39391589
04001305002,North Thames River,"Thorndale Rd, upstrm Fanshawe Lake",A,1975,2016,36,6,-81.16853661,43.09624414
04001305102,Thames River,"Hamilton Rd, London",I,1975,2003,23,6,-81.15017261,42.96867226
04001305202,Dorcester Swamp Creek,"Dorcester Rd, S of Dorchester",I,1976,2002,21,6,-81.05508961,42.97574489
04001305302,Thames River,"Meadowlily Rd, London",I,1976,1978,3,0,-81.18753748,42.97290314
04001305405,Storm Drain (Avon River),"Approx 300m upstrm of Lorne Ave, Stratford",I,1976,1978,3,0,-81.01493098,43.36676751
04001305502,Thames River,"Oxford Cnty Rd 59, S of Tavistock",I,1976,2005,27,3,-80.84909448,43.30582189
04001305602,North Thames River,"Dwnstrm Campbells Soup outfall, dwnstrm St Marys",I,1976,1979,4,0,-81.19118223,43.24024814
04001305702,White Ash Creek,"2011 on at Hwy 21, historically at Magnaville Rd",A,1976,2016,8,33,-81.96321847,42.54024949
04001305802,Thames River,"Kent Bridge Rd, Kent Bridge",A,1976,2016,36,5,-82.07167161,42.51391626
04001305902,Lawton Drain,"Dorchester Rd, S of Dorchester",I,1978,1983,6,0,-81.05404073,42.97192351
04001306002,Dorcester Swamp Creek,"200m upstrm of Dorcester Rd, S of Dorcester",I,1978,1983,6,0,-81.05284261,42.97637064
04001306102,Turkey Creek,"Mill Rd, Elgin Cnty Rd 19, Southwold",I,1977,1996,20,0,-81.36270998,42.80653839
04001306202,Komoka Creek,"Oxbow Dr, W of Komoka",I,1983,1989,2,5,-81.45678486,42.94370551
04001306302,Komoka Creek,"Glendon Dr, Komoka",A,1983,2016,15,19,-81.44090948,42.93796101
04001306402,Trout Creek,"Perth Cnty Rd 9, dwnstrm Wildwood Reservoir",A,1979,2016,37,1,-81.08411186,43.26643989
04001306502,Sharon Creek,"Springer Rd, Reservoir outlet, S of Hwy 402",I,1979,1996,18,0,-81.40137661,42.88516864
04001306602,Trout Creek,"33rd Ln, Zorra Twp, upstrm Wildwood Reservoir",A,1979,2016,37,1,-80.98515886,43.25235764
04001306702,North Thames River,"Road 133, 500m upstrm confluence with Flat Creek",I,1979,2003,18,7,-81.16860411,43.28712501
04001306802,Reynolds Creek,"W of Putnam Rd, S of Hwy 401",A,1979,2016,24,6,-80.95212698,42.97333726
04001306902,Foldens Creek,"Curry Rd, S of Hwy 401",I,1981,2002,21,1,-80.81909398,43.04337426
04001307002,Reynolds Creek,"Hwy 19, N of Mount Elgin",I,1982,1987,6,0,-80.80168698,42.97016514
06014200202,Shelter Valley Brook,"Shelter Valley Rd, N of Hwy 401 (AG-7)",I,1975,1977,3,0,-77.99114073,44.02557151
06014600102,Colborne Creek,"Lakeport Rd (Cnty Rd 31), SW of Colborne",I,1964,1998,35,0,-77.90073923,43.98715926
06014800102,Salem Creek,"Blyth Park Rd, S of Cnty Rd 2, SE of Colborne",I,1964,1983,20,0,-77.83750611,44.00415301
06015100102,Proctors Creek,"Harbour St, E of Cedar St, S of Brighton",I,1964,1998,33,2,-77.72429573,44.02803326
06015200102,Smithfield Creek,"Cnty Rd 64, E of Lawson Rd, SE of Brighton",I,1964,1990,27,0,-77.67093423,44.04097976
06015700302,Consecon Creek,"Hwy 62, S of Crofton",A,1975,2016,38,4,-77.28512935,44.03077901
06016300102,Bloomfield Creek,"Wesley Acres Rd, dwnstrm Bloomfield",A,1975,2016,38,4,-77.2464741,43.97329951
06017200102,Black Creek,"Cnty Rd 17, Milford",A,1975,2016,38,4,-77.09041548,43.93569101
06018000102,Millhaven Creek,"Hwy 33, Millhaven",I,1964,1971,8,0,-76.74035073,44.19387364
06018000202,Millhaven Creek,"County Road 5 (Rutledge Rd), Sydenham",A,1967,2016,50,34,-76.60128585,44.40682139
06018000302,Millhaven Creek,"Ham Rd, NW of Millhaven, N of Hwy 33",A,1967,2016,50,37,-76.78015448,44.21406026
06018000402,Millhaven Creek,"Lucas Rd, dwnstrm Odessa",I,1972,2013,42,0,-76.7270116,44.26148364
06018000502,Millhaven Creek,"Cnty Rd 6, upstrm Odessa",I,1972,2013,42,0,-76.7167336,44.28516626
06018300102,Collins Creek,"Hwy 33, Collins Bay",I,1964,1967,4,0,-76.6155661,44.23874364
06018300202,Collins Creek,"Woodbine Rd, N of Collins Bay",A,1967,2016,38,12,-76.61269673,44.25642601
07000000101,Havilland Bay (Whitefish Bay),Near MNR Campgrounds,I,1978,1981,4,0,-84.40773524,46.81752077
07000900102,Goulais River,Mouth at Goulais Bay,I,1972,1987,4,12,-84.42227824,46.71874664
07000900202,Goulais River,"Hwy 532, Bridge in Searchmount",I,1972,1973,2,0,-84.05008049,46.77569764
07000900302,Goulais River,"Bridge at Goulais River, S of Hwy 552",I,1973,1990,18,0,-84.38207161,46.72340289
07002000102,Stokely Creek,"Buttermilk Ski Hill Rd, Karalash Corners",I,1972,1985,7,7,-84.35499111,46.78495889
07002000202,Stokley Creek,"Hwy 17, Sault Ste. Marie",I,1973,1985,9,4,-84.39940636,46.80775864
07002800102,Harmony River,"Hwy 17, Chippewa Falls",I,1972,1988,16,1,-84.42630124,46.92817389
07003100102,Batchawana River,"Hwy 17, Batchawana Bay",I,1973,1988,15,1,-84.52848674,46.93293889
07003200102,Pancake River,Hwy 17,I,1973,1976,4,0,-84.65641536,46.96093514
08001000102,Hickory Creek,"Hubbard Ln, dwnstrm Forest",I,1964,1996,33,0,-82.03325711,43.10129826
08001000202,Hickory Creek,"Lakeshore Rd, Lambton Rd 7, Hillsborough Beach",I,1973,1975,3,0,-82.07468948,43.11032876
08002100102,The Cut,"Lakeshore Rd, Hwy 21, Walden Place",I,1973,1984,11,1,-81.86423723,43.22164989
08002100202,The Cut (Ausable River),"Bog Ln, Lambton Cnty Rd 18, NE of Thedford",A,1980,2016,35,2,-81.81385686,43.19331251
08002200102,Ausable River,"Off River Road, Grand Bend",I,1964,1975,12,0,-81.76390998,43.31307001
08002200202,Decker Creek,"Near brick yard, dwnstrm Thedford",I,1966,1995,30,0,-81.85541311,43.17584864
08002200302,Cameron Drain,"Victoria St, Parkhill",I,1964,1975,12,0,-81.69232473,43.16931014
08002200402,Parkhill Creek,"Grand Bend Rd, Middlesex Rd 81, Parkhill",I,1964,1967,4,0,-81.68058498,43.16961564
08002200502,Ausable River tributary,"Conc 4/5, Stephen Twp, W of Huron Park",I,1966,1971,6,0,-81.51881836,43.28219839
08002200602,Ausable River,"Thames Rd, Huron Rd 83, Exeter",I,1966,1993,12,16,-81.49900523,43.36001501
08002200702,Hensall Creek,"Airport Ln, W of Hensall",A,1966,2016,47,4,-81.52282998,43.42773889
08002200802,Ausable River,"Perth Rd 180, Staffa",I,1966,1975,10,0,-81.33633661,43.44477176
08002200902,Parkhill Creek,"S of Harmony Rd at West Corner Dr, NW of Parkhill",I,1968,2000,5,28,-81.70236498,43.18734139
08002201002,Little Ausable River,"Denfield Rd, Middlesex Cnty Rd 20, W of Lucan",A,1969,2016,44,4,-81.44766011,43.18090601
08002201102,Ausable River,"Mount Carmel Rd, SW of Centralia",I,1972,1995,24,0,-81.52788111,43.26377089
08002201202,Parkhill Creek,"McInnis Rd, W of Parkhill",A,1972,2016,34,11,-81.72901586,43.18501314
08002201302,Ausable River,"Hwy 21, Grand Bend",I,1974,1995,22,0,-81.75704023,43.31183826
08002201402,Little Ausable River,"A1 Sdrd, Usborne Twp, E of Huron Park (AG-3)",A,1974,2015,17,25,-81.41382073,43.29468364
08002201502,Ausable River,"Glasgow St, W of Springbank, Williams Twp",I,1975,2012,2,36,-81.68054298,43.06689576
08002201602,Ausable River,"Conc 2/3, Stephen Twp, W of Hwy 4, Exeter",A,1975,2016,38,4,-81.50944723,43.36211689
08002201702,Ausable River,"At Morrison dam, E of Exeter",I,1974,1995,22,0,-81.45740548,43.35868239
08004000102,Bayfield River,"Hwy 21, Bayfield",I,1964,1975,12,0,-81.69862473,43.56893001
08004000202,Bayfield River,"Kippen Rd, Egmondville",A,1964,2016,26,27,-81.40662223,43.53778339
08004000302,Silver Creek,"Front Rd, Egmondville, S of Seaforth",I,1965,1975,11,0,-81.39890786,43.53656301
08004000402,Liffy Ditch,"Hwy 8, Dublin",I,1965,1971,7,0,-81.28408248,43.50595164
08004000502,Liffy Ditch,"Matilda St, W of Cnty Rd 14 and 180, Dublin",I,1965,1975,11,0,-81.28926973,43.50294039
08004000602,Bayfield River,"Airport Ln, dwnstrm of Clinton",I,1972,1995,24,0,-81.55768523,43.58883839
08004000783,Bayfield River,"Hwy 21, Bayfield",I,1974,1975,2,0,-81.69863361,43.56893614
08004000802,Bayfield River,"Huron Cnty Rd 31, N of Varna",A,1975,2016,38,4,-81.58937173,43.55071776
08004000902,Bayfield River,"Hannah Ln, W of Seaforth",I,1975,2002,24,4,-81.43031136,43.54496976
08004001002,Bayfield River,"0.5km dwnstrm Grant Creek, N of Varna",I,1976,1979,4,0,-81.58100736,43.56564801
08004001102,Silver Creek,"Hwy 8, Seaforth",A,1983,2015,24,9,-81.38502561,43.54977376
08005600102,Maitland River,"Hwy 21, Goderich",A,1964,2016,35,18,-81.70049673,43.75224276
08005600202,Blyth Brook,"Currie Ln, W of Blyth",A,1964,2016,51,2,-81.44591686,43.74886951
08005600302,Maitland River,"Huron Cnty Rd 86, 3km NW of Wingham",A,1964,2016,51,2,-81.35349723,43.89549764
08005600402,Maitland River,"Huron Cnty Rd 87, NW of Wroxeter",I,1965,1995,31,0,-81.15991998,43.86860001
08005600502,Wallace Drain, ,I,1965,1983,12,7,-80.88728911,43.81470314
16008701102,Beaver Creek,"Centennial Rd, E of Union",I,1975,1978,4,0,-81.14848423,42.70565551
16008701202,Kettle Creek,"Elgin Rd 45, John Wise Ln, S of St. Thomas",I,1975,1995,21,0,-81.21420236,42.73648914
16008701302,Dodd Creek,"Elgin Rd 4, Sunset Rd, St. Thomas",I,1975,1982,8,0,-81.21738836,42.78550276
16008701402,Dodd Creek Tributary,"Glanworth Dr, E of Glanworth",I,1977,1979,3,0,-81.21955273,42.86455651
16008701502,Kettle Creek,"Elgin Rd 52, Ron McNeil Ln, E of Dalewood Rd",A,1978,2016,30,9,-81.17260573,42.81367439
16008701602,Kettle Creek,"Elgin Rd 16, Fingal Ln, St. Thomas",I,1982,1995,14,0,-81.21384773,42.77790339
16009700102,Catfish Creek,"Imperial Rd, Elgin Cnty Rd 73, Port Bruce",I,1964,1971,8,0,-81.01538823,42.66159464
16009700202,Catfish Creek,"Rogers Rd, N of Hwy 3, W of Aylmer",I,1971,1975,5,0,-81.00883598,42.77397314
16009700302,Catfish Creek,"Sparta Ln, E of Sparta",I,1972,1995,24,0,-81.04583523,42.70245651
16009700402,Catfish Creek West,"Helkaa Line, confluence of East and West branches",I,1975,2006,9,23,-81.07701198,42.79065439
16009700502,Catfish Creek,"Hwy 3, Talbot Ln, W of Orwell",I,1975,2006,25,7,-81.04292436,42.77555051
16009700602,Catfish Creek,"Glencolin Ln, Glencolin",I,1976,1995,20,0,-80.93161523,42.79258451
16009700702,Catfish Creek,"Culloden Ln, Cnty Rd 10, Brownsville Station",I,1976,1980,5,0,-80.83512486,42.84479139
16010900102,Big Otter Creek,"Cnty Rd 42, W of Cnty Rd 19, Port Burwell",I,1964,2000,9,28,-80.80702948,42.64895876
16010900202,Big Otter Creek,"Main St, W of Plank Rd, N of Vienna",I,1966,1971,6,0,-80.79280873,42.68671814
17002601802,Madoc Creek,"At Moira Lake, W of Hwy 62, S of Madoc",I,1965,1971,4,3,-77.47562548,44.48315051
17002601902,Moira River,"Malone, upstrm Deloro",A,1964,2016,48,5,-77.60303823,44.56276839
17002602002,Lily Creek,"Highway 7, SE of Deloro, E of Marmora",I,1965,1965,1,0,-77.60942248,44.50165001
17002602102,Palliser Creek,"Ashley St, Foxboro",I,1998,2001,4,0,-77.43289423,44.24241089
17002602202,Palliser Creek,"Scotts Church Rd, Quinte West",I,1998,2001,4,0,-77.5308856,44.22482601
17003100102,Salmon River,"Dundas St, Hastings Cnty Rd 2, Shannonville",A,1964,2016,53,0,-77.22939823,44.19623539
17003100202,Salmon River,"Bridge in Milltown, Milltown Rd, N of Cnty Rd 2",I,1979,1986,8,0,-77.2095931,44.20747139
17003500102,Napanee River,"River Rd, Cnty Rd 9, dwnstrm Napanee",I,1964,2009,51,0,-76.97409998,44.21674001
17003500202,Napanee River,"Cnty Rd 1, dwnstrm Newburgh",A,1969,2016,48,0,-76.92817498,44.27770201
17003500302,Napanee River,"Cnty Rd 4, Camden East",I,1969,1996,5,23,-76.8341416,44.33626714
17003500402,Napanee River,"Cnty Rd 27, Newburgh",A,1979,2016,38,0,-76.8752776,44.32345001
17003700102,Wilton Creek,"Cnty Rd 8, N of Big Creek St",I,1964,1988,18,7,-76.89612798,44.20784576
17003700202,Wilton Creek,"Colebrook Rd, Harrowsmith",I,1974,1988,5,10,-76.67747173,44.40308764
17003700302,Wilton Creek,"Cnty Rd 2, Morven",A,1975,2016,32,10,-76.8491376,44.23924551
17003700402,Wilton Creek,"Upstream of Landfill, Violet Rd, Violet",I,1975,1987,3,10,-76.80976085,44.26415876
18000010002,Ottawa River,South of Kettle Isl 500' from P/Q Shore,I,1968,1971,4,0,-75.62559198,45.47351327
18000010102,Ottawa River,North of Kettle Isl 60' from P/Q Shore,I,1968,1971,4,0,-75.62566435,45.47486639
18000010202,Ottawa River,North of Kettle ISL 120' from P/Q Shore,I,1968,1969,2,0,-75.62560998,45.47462002
18000010302,Ottawa River,S of Upper Duck ISL 300' from P/Q Shore,I,1968,1971,4,0,-75.62565535,45.47405839
18000010402,Ottawa River,Rockcliffe Park 300' from P/Q Shore,I,1968,1968,1,0,-75.68021485,45.46030102
18000010502,Ottawa River,Rockcliffe Park 600' from P/Q Shore,I,1968,1968,1,0,-75.68018235,45.45970464
18000012083,Ottawa River,"Alexandra Bridge, Ottawa",I,1972,1979,7,1,-75.7027146,45.42950614
18000012202,Ottawa River,Alexandra Br 175' from P/Q Shore,I,1966,1968,3,0,-75.7069556,45.43077139
18000012302,Ottawa River,Alexandra Br 300' from P/Q Shore,I,1966,1971,6,0,-75.70616398,45.43058014
18000012402,Ottawa River,Alexandra Br 600' from P/Q Shore,I,1966,1971,6,0,-75.70488248,45.43021202
18000012502,Ottawa River,Alexandra Br 900' from P/Q Shore,I,1966,1971,6,0,-75.70350823,45.42984452
18000012602,Ottawa River,Alexandra Br 1200 ft from P/Q Shore,I,1966,1967,2,0,-75.7024116,45.42941002
18000013002,Ottawa River,"Booth St, at Chaudiere Bridge",I,1969,1969,1,0,-75.71828298,45.42112777
18000013102,Ottawa River,Chaudiere Br South of Middle Street,I,1968,1971,4,0,-75.71989123,45.42367664
18000013202,Ottawa River,Chaudiere Br North of Middle Street,I,1968,1969,2,0,-75.71994998,45.42389002
18000013302,Ottawa River,"River St, Lemieux Island",I,1984,1985,2,0,-75.73134973,45.41435602
18000014002,Ottawa River,Champlain Br 600' from P/Q Shore,I,1966,1968,3,0,-75.76110185,45.41062239
18000014102,Ottawa River,Champlain Br. 1300' from P/Q Shore,I,1966,1968,3,0,-75.75908573,45.40948564
04001307102,Reynolds Creek,Pigram Rd,I,1982,1987,6,0,-80.90077273,42.92033376
04001307202,Cedar Creek,"Curries Rd, Oxford Cnty Rd 40, E of Sweaburg",I,1982,2003,21,1,-80.73438323,43.06936101
04001307302,Newbiggin Creek,"Dundonald Rd, S of Glencoe",A,1982,2016,30,5,-81.66988373,42.71793864
04001307502,Thames River,"Simpson Rd, Middlesex Cnty Rd 45",I,1983,1996,14,0,-81.66385448,42.69906876
04001307602,School House Drain,"Ln 37, E of Brocksden",I,1983,1983,1,0,-80.87330573,43.38819551
04001308002,South Thames River,"Oxford Cnty Rd 29, Innerkip",A,1988,2016,27,2,-80.69161523,43.21543364
04002700102,Sydenham River,"Hwy 40, Wallaceburg, left side",I,1964,1982,9,10,-82.38780611,42.59197501
04002700183,Sydenham River,"Hwy 40, McNaughton Ave, Wallaceburg",I,1972,2002,31,0,-82.38763186,42.59179039
04002700202,Sydenham River,"Hwy 40, Wallaceburg, right side",I,1964,1971,8,0,-82.38742661,42.59157264
04002700302,Bear Creek,"Tile Yard Rd, Petrolia",I,1964,1971,8,0,-82.14681098,42.86966614
04002700402,Bear Creek,"Marthaville Rd, SW of Petrolia",A,1967,2016,45,5,-82.16923398,42.86419764
04002700502,Sydenham River,"Kent Rd 28, Tupperville",I,1969,1978,10,0,-82.26676211,42.59046314
04002700602,Sydenham River,"Dawn Mills Rd, upstrm of Dresden",I,1969,1996,28,0,-82.12910336,42.58912776
04002700702,Sydenham River,"Katesville Dr, SW of Strathroy",A,1969,2016,43,5,-81.66791098,42.93126914
04002700802,Bear Creek,"Bickford Ln, NE of Avonry",A,1975,2016,37,5,-82.34158173,42.76407739
04002700902,Black Creek,"Marthaville Rd, W of Oil Springs",A,1975,2016,37,5,-82.17194086,42.78694901
04002701002,Bear Creek,"Oil Heritage Rd, Lambton Rd 21, upstrm Petrolia",I,1972,1983,12,0,-82.12343873,42.89756501
04002701102,Brown Creek,"Churchill Ln, SE of Watford",I,1972,1996,25,0,-81.86778186,42.93123026
04002701202,Sydenham River,"Shiloh Ln, upstrm Alvinston",A,1975,2016,37,5,-81.85140986,42.83087764
04002701302,Unnamed Ditch,"Glengyle Dr, E of Strathroy",I,1975,1975,1,0,-81.58144148,42.96845189
04002701402,Bear Creek,"Lasalle Ln, upstrm Petrolia",I,1984,1996,13,0,-82.11880411,42.90589201
05000300102,Frenchman Creek,"Niagara Blvd, N of Fort Erie",I,1964,1971,8,0,-78.92731186,42.94266701
05000400102,Miller Creek,"Niagara Pkwy, S of College Rd, NW of Fort Erie",I,1964,1971,8,0,-78.97533123,42.95531251
05000500102,Baker Creek,"Niagara Pkwy, Wof Schweigler Rd, E of Douglastown",I,1964,1971,8,0,-79.00816836,42.97268864
05000600102,Black Creek,"Niagara Pkwy, S of Netherby Rd, Douglastown",I,1964,1971,8,0,-79.02354311,42.98087276
05000600202,Black Creek,"QEW Bridge, at Townline Rd, S of Douglastown",A,1972,2016,45,38,-79.02196436,42.96335064
05000900102,Usshers Creek,"Niagara Pkwy, S of Edgeworth Rd, E of Chippawa",I,1964,1971,8,0,-79.02264836,43.05105076
06000100102,One Mile Creek,"Niagara Blvd, Niagara on the Lake",I,1964,1986,9,14,-79.09261223,43.26079189
06000200102,Two Mile Creek,"Lakeshore Rd, Reg Rd 87, Niagara-on-the-Lake",I,1964,1971,8,0,-79.09567448,43.25380064
06000300102,Four Mile Creek,"Lakeshore Rd, Niagara Reg Rd 87",A,1965,2016,21,31,-79.12593486,43.25323889
06000300202,Four Mile Creek,"Line 3 Rd, W of Four Mile Creek Rd, S of Virgil",I,1965,1971,7,0,-79.11941798,43.21051476
06000300302,Four Mile Creek,"Line 7 Rd, W of Four Mile Creek Rd, S of Virgil",I,1965,1971,7,0,-79.10972911,43.18072489
06000300402,Four Mile Creek,"Line 9 Rd, N of Niagara Falls",I,1965,1971,7,0,-79.10183523,43.16585101
06000300502,Four Mile Creek,"East West Line, W of 4 Mile Creek Rd, N of Virgil",I,1972,1976,5,0,-79.13532761,43.23320914
06000500102,Six Mile Creek,"Lakeshore Rd, W Town Ln, W of Niagara-on-the-Lake",I,1964,1976,13,0,-79.16334473,43.23370764
06001000102,Eight Mile Creek,"Lakeshore Rd, W of McNab Rd, E of St. Catharines",I,1964,1976,13,0,-79.18288911,43.22499251
06001400102,Welland Ship Canal,"Weir dwnstrm Lakeshore Rd, Port Weller",I,1964,2013,50,0,-79.21235823,43.21670701
06001400202,Welland Ship Canal,"Clarence St, E of King St, Port Colborne",I,1966,1995,23,7,-79.24864836,42.88637464
06001700102,Twelve Mile Creek,"Lakeport Rd, St. Catharines",A,1964,2016,53,0,-79.26580248,43.20139039
06001700202,Twelve Mile Creek,"Wellandvale Rd, St. Catharines",I,1970,2013,44,0,-79.26031873,43.16011901
06001700302,Old Welland Canal,"Glenridge Ave, St. Catharines",I,1970,1980,11,0,-79.24196073,43.15506901
06001700402,Twelve Mile Creek,"Glendale Ave, St. Catharines",I,1970,2013,44,0,-79.25094861,43.13345214
06001700501,Gibson Lake,"Beaverdams Road, E of Hwy 406, Thorold",I,1973,1978,6,0,-79.22792873,43.09987151
06001700602,Shriners Creek,"Beachwood Road, N of Beaverdams Rd, E of Thorold",I,1974,1975,2,0,-79.16262011,43.10444314
06001700702,Twelve Mile Creek,"1st St, Louth Twp, near Power Glen",A,1977,2016,40,0,-79.27483361,43.11499764
06001700802,Twelve Mile Creek,"Decew Road, E of 1 St, S of St. Catharines",I,1978,1987,10,0,-79.26467398,43.10963214
06001700902,Old Welland Canal,"Disher St, St. Catharines",I,1981,2013,33,0,-79.22257498,43.14789951
06001900102,Fifteen Mile Creek,"4th Ave, W of 7th St, W of St. Catharines",I,1964,1971,8,0,-79.31474748,43.15386389
06002000102,Sixteen Mile Creek,"4th Ave, E of 13th St, W of St. Catharines",I,1965,1971,7,0,-79.33456586,43.15364039
06002400102,Twenty Mile Creek,"21st St, Vineland, upstrm Jordan Harbour",A,1964,2016,41,12,-79.37448548,43.15201751
06002400202,Twenty Mile Creek,"Townline Rd, bridge dwnstrm Smithville",I,1970,1995,19,7,-79.53671236,43.09141476
06002400302,North Creek,"Shurie Rd, S of Smithville (AG-10)",I,1974,1977,4,0,-79.54110123,43.07922789
06002400402,Twenty Mile Creek,"Niagara Reg Rd 20, SE of Smithville",I,1975,2016,12,10,-79.51261461,43.07876689
06002400502,Twenty Mile Creek,"Woodburn Rd, Hamilton Rd 634, Woodburn",I,1975,1979,5,0,-79.74527673,43.13417739
06002400602,Twenty Mile Creek,"Patterson Rd, SE of Smithville",I,1985,1995,8,3,-79.52522048,43.07949014
06002600102,Vineland Creek,"QEW, W of Cnty Rd 24 (Victoria Ave)",I,1974,1974,1,0,-79.40056673,43.18656376
06003300102,Thirty Mile Creek,"QEW, at Mountainview Rd, E of Grimsby",I,1964,1971,8,0,-79.49737711,43.18922676
06003800102,Forty Mile Creek,"Olive St, E of Christie St, Grimsby",A,1964,2016,53,35,-79.55697698,43.20004851
06005000102,Stoney Creek,"QEW, Stoney Creek",I,1964,1976,13,0,-79.74318498,43.24255976
06005200101,Burlington Canal,"Beach Blvd, at lift bridge",I,1966,1971,6,0,-79.79535261,43.29911639
06005400102,Rambo Creek,"Lakeshore Rd, W of Torrance St, Burlington",I,1964,1977,14,0,-79.79042836,43.32715951
06006000102,Bronte Creek,"Lakeshore Rd W, E of Mississaga St, Bronte",I,1964,2000,36,1,-79.71412398,43.39203314
06006000202,Bronte Creek,"Appleby Line, N of Hwy 407, Burlington",I,1965,2001,35,2,-79.83195211,43.42501539
06006000302,Mountsberg Creek,"Campbellville Rd, dwnstrm Mountsberg reservoir",I,1973,1996,24,0,-80.03253373,43.44305139
06006000402,Mountsberg Creek,"Hwy 401, upstrm Mountsberg Reservoir",A,1975,2016,37,5,-80.07300286,43.46886051
06006000502,Bronte Creek,"Progreston Road, E of Centre Rd, NW of Waterdown",I,1978,1995,10,8,-79.96071661,43.39778551
06006000602,Indian Creek,"Tremaine Rd, S of Britannia Rd W, S of Milton",I,1979,1996,18,0,-79.83793223,43.45399539
06006100102,Fourteen Mile Creek,Queen Elizabeth Way,A,1972,2016,36,9,-79.72771098,43.42223451
06006100202,Fourteen Mile Creek,"Upper Middle Rd, E of Bronte Rd, Oakville",I,1972,1979,8,0,-79.75738673,43.42429576
06006300102,Oakville Creek,"Lakeshore Rd, Oakville",A,1964,2016,52,1,-79.67125023,43.44293476
06006300202,Oakville Creek,"Derry Rd  E, W of Ontario St, Milton",I,1965,1996,32,0,-79.86330961,43.50481201
06006300302,Oakville Creek,"Regional Rd 25, N of Reg. Rd 9, NW of Milton",I,1973,1996,24,0,-79.93637536,43.55121489
06006300402,Oakville Creek,"Reg Rd 25, S of Reg Rd 15, NW of Milton",I,1973,1975,3,0,-79.94910048,43.56068401
06006300502,Oakville Creek,"Dam at Scotch Block Reservoir, E of Reg Rd 25",I,1973,1977,5,0,-79.94953548,43.56520626
06006300602,Oakville Creek,"3rd Line, S of Reg Rd 15, NW of Milton",I,1973,1975,3,0,-79.94611211,43.57605851
06006300702,Oakville Creek,"4th Line, S of Reg Rd 15, NW of Milton",I,1973,1979,7,0,-79.94111398,43.58967564
06006300802,Oakville Creek,"County Rd 9, NE of Appleby Line, E of Milton",I,1973,1996,24,0,-79.95808661,43.50780101
